data_status,synthetic,n_runs,seed,scenario,platform_scenario,treatment,run_id,run_status,peak_pss_mb,allocation_rate_mb_s,gc_p99_ms,fault_rate_s,input_p99_ms,controller_cpu_pct
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,4,completed,248.011,42.118,47.159,75.74,96.804,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,5,completed,233.566,39.478,48.693,76.163,98.306,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,6,completed,239.89,40.319,46.887,77.686,93.02,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,7,completed,236.062,41.11,49.243,85.209,92.76,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,8,completed,237.83,41.481,53.108,83.03,103.867,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,9,completed,236.44,37.598,46.574,81.712,106.516,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,10,completed,239.326,37.791,49.309,76.92,103.685,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,11,completed,241.76,38.32,50.984,76.065,95.041,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,12,completed,233.449,39.162,47.901,77.448,103.716,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,13,completed,243.132,41.378,52.144,74.577,95.094,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,14,completed,238.682,41.853,51.831,83.996,100.448,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,15,completed,241.727,40.599,47.469,81.727,104.277,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,16,completed,245.19,41.659,48.248,77.192,101.165,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,17,completed,227.552,39.413,54.014,84.676,97.821,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,18,completed,234.926,41.272,49.899,86.298,96.509,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,19,completed,238.25,40.248,56.14,86.061,94.706,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,20,completed,251.77,39.56,51.504,75.043,100.332,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,21,completed,236.712,40.072,46.276,80.899,100.596,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,22,completed,239.974,40.412,55.116,79.675,106.306,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,23,completed,229.706,37.089,48.585,77.74,100.028,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,24,completed,240.198,40.396,42.537,72.394,101.663,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,25,completed,244.864,40.15,48.585,81.207,104.428,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,26,completed,240.128,41.458,53.403,70.987,100.205,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,27,completed,236.832,40.092,50.74,75.11,97.567,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,28,completed,244.521,38.834,49.333,85.562,95.95,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,29,completed,233.176,39.083,49.242,76.943,111.756,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Stock,30,completed,251.62,39.289,53.24,75.921,98.639,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,1,completed,310.808,48.948,38.944,88.657,83.724,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,2,completed,320.946,47.12,42.933,104.254,80.322,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,3,completed,311.26,48.542,47.733,100.015,79.028,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,4,completed,323.153,46.11,43.778,92.73,77.432,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,5,completed,317.474,49.347,39.592,89.507,88.282,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,6,completed,315.215,48.798,39.816,103.034,85.457,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,7,completed,319.893,50.925,40.723,103.226,83.337,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,8,completed,306.877,46.236,40.575,103.0,75.667,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,9,completed,316.071,49.298,39.138,92.596,85.909,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,10,completed,323.26,49.94,40.167,102.556,80.282,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,11,completed,320.873,48.145,40.765,78.514,78.906,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,12,completed,328.616,42.769,36.461,100.354,84.355,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,13,completed,334.368,46.85,42.687,103.816,75.383,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,14,completed,310.266,50.398,39.081,94.969,82.731,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,15,completed,323.2,51.667,41.711,101.059,86.043,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,16,completed,311.482,47.368,37.661,84.391,77.349,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,17,completed,314.395,53.012,42.005,104.854,77.674,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,18,completed,322.671,53.228,37.166,111.07,86.612,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,19,completed,323.521,45.406,39.038,99.116,78.866,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,20,completed,315.389,48.899,40.38,92.858,77.553,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,21,completed,313.129,44.636,39.561,98.415,71.437,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,22,completed,303.055,48.55,40.423,105.694,82.383,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,23,completed,322.554,46.129,39.954,98.438,75.925,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,24,completed,302.19,49.96,38.364,97.591,79.267,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,25,completed,312.638,47.559,41.497,100.652,77.368,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,26,completed,331.911,46.004,41.65,114.97,77.102,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,27,completed,317.228,50.361,41.789,99.81,82.845,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,28,completed,330.315,44.703,38.806,103.552,77.019,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,29,completed,314.203,47.198,36.049,102.851,84.634,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Stock,30,completed,330.168,46.676,40.493,96.125,78.266,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,1,completed,237.832,40.38,57.591,73.558,99.855,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,2,completed,239.096,41.565,51.387,72.144,95.457,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,3,completed,236.571,39.262,54.09,74.185,98.91,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,4,completed,247.373,40.144,49.394,82.778,94.405,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,5,completed,250.384,40.956,49.755,77.458,105.097,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,6,completed,239.886,40.691,49.67,93.52,102.532,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,7,completed,236.312,38.722,52.673,83.939,98.744,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,8,completed,237.726,38.211,46.616,77.413,98.814,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,9,completed,247.756,40.409,48.67,77.722,105.872,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,10,completed,240.129,40.867,51.183,80.526,103.518,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,11,completed,254.755,40.187,45.069,76.039,105.981,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,12,completed,232.974,41.483,54.33,81.907,95.503,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,13,completed,237.79,39.464,46.107,79.861,95.369,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,14,completed,240.981,39.376,51.237,77.001,104.039,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,15,completed,239.53,41.003,53.43,83.127,101.875,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,16,completed,233.672,38.658,46.602,84.61,99.724,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,17,completed,242.435,39.774,50.155,87.904,93.182,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,18,completed,232.413,38.245,54.975,89.541,101.085,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,19,completed,240.34,39.573,46.287,79.96,104.321,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,20,completed,232.357,39.046,53.304,70.511,101.372,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,21,completed,243.604,42.7,51.734,75.036,97.742,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,22,completed,240.795,37.068,51.325,83.101,105.274,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,23,completed,250.876,40.403,54.015,74.16,88.308,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,24,completed,247.289,42.052,52.378,74.307,104.066,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,25,completed,242.493,37.252,47.502,93.162,97.889,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,26,completed,244.248,38.68,43.5,83.714,107.422,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,27,completed,247.191,40.681,49.957,81.31,101.452,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,28,completed,250.173,40.484,52.289,74.059,98.115,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,29,completed,241.215,36.817,53.048,85.564,97.252,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-G,30,completed,231.844,40.139,47.48,83.605,100.42,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,1,completed,305.561,50.811,44.744,96.127,75.657,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,2,completed,328.083,46.306,41.464,88.838,80.108,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,3,completed,310.931,48.772,39.02,97.592,72.865,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,4,completed,331.654,45.233,38.731,100.504,83.919,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,5,completed,322.515,47.86,38.831,103.321,78.185,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,6,completed,311.116,45.314,42.312,111.11,86.907,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,7,completed,315.491,46.688,40.045,104.212,84.028,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,8,completed,318.11,46.791,37.146,103.808,79.541,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,9,completed,327.469,44.856,43.132,96.593,85.903,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,10,completed,303.129,49.427,43.518,95.369,82.816,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,11,completed,322.222,47.24,42.575,90.173,84.272,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,12,completed,323.068,49.711,38.695,95.989,79.674,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,13,completed,314.39,52.311,37.691,94.009,78.743,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,14,completed,305.154,44.617,46.165,91.526,73.229,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,15,completed,312.044,50.046,39.028,92.004,85.738,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,16,completed,307.68,45.895,37.173,100.401,83.737,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,17,completed,332.595,47.108,37.272,94.642,80.384,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,18,completed,323.174,47.803,39.384,93.38,81.476,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,19,completed,313.045,48.389,39.698,103.733,81.977,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,20,completed,325.911,46.239,40.188,92.386,76.185,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,21,completed,332.792,47.434,38.711,101.039,74.336,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,22,completed,332.546,48.759,38.111,101.915,78.642,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,23,completed,324.706,45.775,40.783,94.124,78.878,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,24,completed,323.244,48.728,39.274,94.197,82.934,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,25,completed,313.67,47.548,37.616,113.27,76.496,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,26,completed,313.692,50.226,39.051,115.773,76.271,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,27,completed,328.421,49.466,37.291,109.174,76.743,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,28,completed,306.789,47.261,36.849,95.012,75.671,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,29,completed,320.429,50.109,43.152,92.074,73.004,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-G,30,completed,313.006,47.816,40.637,101.098,78.865,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,1,completed,245.812,39.029,42.285,86.108,98.564,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,2,completed,236.893,39.898,50.797,80.747,109.842,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,3,completed,237.466,45.712,51.687,79.305,99.527,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,4,completed,231.364,39.639,48.163,87.194,96.392,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,5,completed,236.914,41.73,51.247,82.703,91.096,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,6,completed,239.849,41.498,51.995,68.56,95.909,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,7,completed,244.972,38.825,50.922,81.124,100.46,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,8,completed,248.333,38.865,51.095,76.075,99.431,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,9,completed,232.966,42.788,45.331,83.851,94.844,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,10,completed,230.924,41.808,53.279,83.058,99.17,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,11,completed,244.657,41.927,52.537,79.826,100.667,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,12,completed,245.195,39.749,48.572,75.699,101.078,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,13,completed,244.982,39.787,49.856,87.36,97.999,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,14,completed,242.629,38.721,53.892,74.254,101.793,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,15,completed,232.601,38.706,50.336,87.676,87.124,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,16,completed,239.222,40.943,46.339,80.171,95.936,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,17,completed,233.553,43.282,54.112,85.081,104.286,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,18,completed,246.43,40.834,46.96,81.306,105.219,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,19,completed,233.722,38.599,49.598,88.96,106.501,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,20,completed,236.987,40.717,49.19,76.283,104.005,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,21,completed,249.828,39.858,49.196,85.97,94.4,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,22,completed,243.58,40.749,52.241,78.17,107.023,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,23,completed,236.82,40.139,44.309,69.81,105.779,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,24,completed,243.671,39.685,51.595,80.753,101.257,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,25,completed,240.033,39.885,47.004,84.344,112.807,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,26,completed,239.962,40.601,46.541,89.999,99.623,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,27,completed,240.276,39.589,49.972,71.29,102.493,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,28,completed,230.33,39.182,48.044,79.891,100.346,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,29,completed,235.787,43.333,49.395,84.052,97.61,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GI,30,completed,245.283,40.117,47.555,82.619,91.334,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,1,completed,321.756,43.409,41.842,90.68,77.426,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,2,completed,320.251,48.301,38.671,100.451,72.252,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,3,completed,325.38,47.049,38.695,96.044,78.082,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,4,completed,315.392,46.26,42.879,97.307,75.381,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,5,completed,329.883,48.461,38.349,95.833,81.862,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,6,completed,309.313,47.945,39.913,103.525,80.162,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,7,completed,319.788,50.371,38.399,93.299,72.29,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,8,completed,311.774,46.008,35.513,109.273,73.441,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,9,completed,308.281,48.88,37.739,91.227,79.17,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,10,completed,311.953,47.458,35.464,109.601,71.93,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,11,completed,325.963,46.458,38.618,106.304,78.036,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,12,completed,309.878,48.311,40.483,99.27,83.566,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,13,completed,319.036,46.695,39.661,94.9,78.446,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,14,completed,296.8,49.351,42.909,103.629,80.253,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,15,completed,315.178,49.332,42.121,105.18,82.442,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,16,completed,329.621,48.535,43.152,100.296,77.52,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,17,completed,313.264,44.614,36.64,107.367,83.431,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,18,completed,321.21,48.529,39.267,100.942,84.246,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,19,completed,306.856,47.332,36.527,104.563,80.808,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,20,completed,305.504,51.518,40.938,101.738,82.256,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,21,completed,326.285,44.153,36.726,101.572,80.586,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,22,completed,326.823,48.802,39.88,99.782,79.684,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,23,completed,326.388,45.795,39.213,101.278,84.721,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,24,completed,326.334,48.113,49.478,91.936,75.867,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,25,completed,315.646,49.837,35.412,90.508,82.583,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,26,completed,308.076,46.36,40.04,102.136,82.585,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,27,completed,309.418,43.485,39.07,88.608,76.586,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,28,completed,327.369,45.06,38.041,84.44,81.157,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,29,completed,314.936,47.833,41.879,103.406,86.94,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GI,30,completed,309.146,47.405,36.733,97.222,83.126,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,1,completed,245.771,39.486,49.152,84.446,106.76,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,2,completed,235.276,37.878,45.743,75.115,94.418,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,3,completed,235.932,39.219,49.855,78.772,91.909,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,4,completed,243.94,40.211,51.394,76.801,94.89,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,5,completed,242.218,41.764,51.129,71.397,95.365,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,6,completed,243.215,41.228,49.778,76.522,97.132,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,7,completed,228.131,40.212,54.719,83.431,91.981,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,8,completed,245.322,40.415,51.283,84.889,100.124,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,9,completed,242.385,41.406,50.049,86.431,105.29,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,10,completed,239.533,37.906,50.257,83.054,98.104,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,11,completed,241.625,39.56,56.982,80.704,106.422,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,12,completed,239.707,41.073,50.307,78.793,98.512,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,13,completed,243.336,37.125,48.418,82.025,98.661,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,14,completed,239.839,37.76,51.385,82.372,97.477,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,15,completed,237.186,38.371,53.207,98.644,100.699,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,16,completed,239.891,40.43,50.46,84.578,99.328,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,17,completed,237.355,39.565,53.331,83.071,97.01,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,18,completed,250.568,39.856,46.968,78.304,92.691,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,19,completed,239.711,37.837,49.121,93.275,97.543,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,20,completed,240.443,38.613,59.869,81.79,96.759,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,21,completed,238.303,39.957,49.011,81.185,103.301,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,22,completed,246.857,40.137,49.88,81.612,99.045,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,23,completed,234.321,38.684,51.385,77.681,109.592,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,24,completed,246.462,41.111,46.61,84.381,100.331,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,25,completed,244.128,40.336,49.565,83.303,100.97,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,26,completed,230.158,42.292,44.977,77.733,111.868,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,27,completed,243.323,38.737,46.857,85.364,99.928,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,28,completed,241.823,40.738,57.574,76.608,95.951,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,29,completed,232.167,41.674,50.242,90.795,100.339,0.0
measured,false,30,20250902,no_benefit,ARM32-scenario,Static-GIR,30,completed,229.977,42.966,51.539,68.149,97.411,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,1,completed,323.74,45.631,42.201,101.682,83.636,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,2,completed,307.203,48.657,37.848,97.856,76.125,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,3,completed,325.35,46.361,44.698,90.881,74.28,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,4,completed,310.671,48.047,46.52,95.922,85.636,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,5,completed,324.844,47.776,43.287,94.814,81.002,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,6,completed,313.345,48.657,41.392,94.508,70.39,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,7,completed,325.216,46.09,38.192,101.589,80.706,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,8,completed,323.59,45.094,40.422,101.865,80.279,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,9,completed,316.291,47.709,38.784,100.203,82.281,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,10,completed,323.578,48.074,43.683,101.027,75.197,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,11,completed,335.563,48.773,40.952,104.054,84.832,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,12,completed,317.593,49.006,37.77,89.491,72.501,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,13,completed,317.911,48.813,46.573,110.765,74.249,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,14,completed,309.367,45.503,41.896,99.551,82.179,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,15,completed,323.732,49.103,41.416,97.764,77.8,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,16,completed,324.799,46.962,38.699,96.782,77.872,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,17,completed,320.279,49.973,37.104,98.484,75.482,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,18,completed,301.746,53.893,43.746,101.182,80.595,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,19,completed,309.639,41.696,40.982,103.545,85.288,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,20,completed,323.192,47.899,40.112,103.307,75.926,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,21,completed,325.604,44.816,39.054,112.105,86.857,0.0
measured,false,30,20250902,no_benefit,ARM64-scenario,Static-GIR,22,completed,321.965,48.513,37.988,88.351,79.618,0.0
