data_status,synthetic,n_runs_assumed,simulation_seed,scenario,treatment,run_id,simulated_peak_pss_index,simulated_allocation_rate_index,simulated_gc_p99_index,simulated_fault_rate_index,simulated_input_p99_index,simulated_controller_cpu_pct
measured,false,30,20250902,regression,Threshold-GIR,9,107.159,103.544,105.773,158.422,117.56,1.0556
measured,false,30,20250902,regression,Threshold-GIR,10,107.645,106.972,109.203,159.387,106.749,0.9569
measured,false,30,20250902,regression,Threshold-GIR,11,105.519,104.783,104.145,145.242,109.709,1.0429
measured,false,30,20250902,regression,Threshold-GIR,12,104.985,102.843,107.419,169.643,118.577,0.9805
measured,false,30,20250902,regression,Threshold-GIR,13,103.753,103.808,100.616,155.664,132.514,0.9907
measured,false,30,20250902,regression,Threshold-GIR,14,103.794,104.848,101.177,159.705,114.93,0.9009
measured,false,30,20250902,regression,Threshold-GIR,15,103.758,101.772,114.492,153.574,116.33,1.0111
measured,false,30,20250902,regression,Threshold-GIR,16,109.728,104.776,111.663,179.017,116.105,0.9869
measured,false,30,20250902,regression,Threshold-GIR,17,103.633,105.555,108.913,156.05,114.271,1.0878
measured,false,30,20250902,regression,Threshold-GIR,18,108.37,99.43,109.293,151.81,125.181,1.067
measured,false,30,20250902,regression,Threshold-GIR,19,105.614,109.734,108.108,169.524,119.89,0.9503
measured,false,30,20250902,regression,Threshold-GIR,20,103.315,98.581,108.813,155.62,119.137,0.9378
measured,false,30,20250902,regression,Threshold-GIR,21,104.758,111.0,107.443,159.07,116.881,1.0107
measured,false,30,20250902,regression,Threshold-GIR,22,108.14,110.037,105.324,150.881,130.37,0.9903
measured,false,30,20250902,regression,Threshold-GIR,23,106.141,101.363,108.811,165.667,125.971,1.0076
measured,false,30,20250902,regression,Threshold-GIR,24,102.648,107.059,101.227,162.288,119.71,0.9353
measured,false,30,20250902,regression,Threshold-GIR,25,108.664,106.036,111.574,163.112,118.039,1.0575
measured,false,30,20250902,regression,Threshold-GIR,26,104.705,103.239,117.083,146.872,126.236,1.1019
measured,false,30,20250902,regression,Threshold-GIR,27,105.853,110.023,103.236,191.044,122.61,0.9758
measured,false,30,20250902,regression,Threshold-GIR,28,98.994,107.727,116.013,163.044,119.643,0.9173
measured,false,30,20250902,regression,Threshold-GIR,29,109.811,109.546,107.911,177.023,113.985,1.0558
measured,false,30,20250902,regression,Threshold-GIR,30,101.575,102.559,117.356,150.733,127.461,1.0373
measured,false,30,20250902,regression,EWMA-GIR,1,101.698,100.573,110.341,172.393,123.907,1.3649
measured,false,30,20250902,regression,EWMA-GIR,2,109.707,105.077,113.511,155.303,113.901,1.3911
measured,false,30,20250902,regression,EWMA-GIR,3,99.515,101.328,104.92,175.641,118.403,1.3558
measured,false,30,20250902,regression,EWMA-GIR,4,103.02,105.285,114.69,173.77,116.79,1.2602
measured,false,30,20250902,regression,EWMA-GIR,5,106.498,109.989,110.364,163.67,119.428,1.3754
measured,false,30,20250902,regression,EWMA-GIR,6,102.989,106.463,102.747,153.059,125.762,1.2761
measured,false,30,20250902,regression,EWMA-GIR,7,102.56,102.865,110.45,157.168,124.357,1.481
measured,false,30,20250902,regression,EWMA-GIR,8,104.336,106.58,104.721,142.416,121.634,1.3525
measured,false,30,20250902,regression,EWMA-GIR,9,107.522,99.875,112.519,156.659,124.44,1.3197
measured,false,30,20250902,regression,EWMA-GIR,10,105.306,114.95,108.811,152.826,117.092,1.2396
measured,false,30,20250902,regression,EWMA-GIR,11,100.899,98.21,99.517,142.906,115.476,1.4291
measured,false,30,20250902,regression,EWMA-GIR,12,104.66,103.985,101.809,164.065,117.529,1.3014
measured,false,30,20250902,regression,EWMA-GIR,13,104.024,105.101,99.927,150.668,129.311,1.3535
measured,false,30,20250902,regression,EWMA-GIR,14,103.637,101.002,103.234,172.092,112.603,1.3273
measured,false,30,20250902,regression,EWMA-GIR,15,107.046,107.747,106.154,158.14,113.583,1.5334
measured,false,30,20250902,regression,EWMA-GIR,16,106.337,104.383,100.332,171.36,114.429,1.4638
measured,false,30,20250902,regression,EWMA-GIR,17,102.856,106.243,101.864,172.56,117.893,1.3819
measured,false,30,20250902,regression,EWMA-GIR,18,107.542,100.23,97.567,162.552,113.368,1.3359
measured,false,30,20250902,regression,EWMA-GIR,19,103.843,110.674,109.078,158.741,122.399,1.5412
measured,false,30,20250902,regression,EWMA-GIR,20,106.558,106.111,107.619,148.106,120.093,1.2744
measured,false,30,20250902,regression,EWMA-GIR,21,108.222,111.496,106.908,164.254,119.517,1.349
measured,false,30,20250902,regression,EWMA-GIR,22,104.056,106.361,127.05,152.681,125.434,1.3136
measured,false,30,20250902,regression,EWMA-GIR,23,102.72,102.845,103.237,173.496,124.829,1.4227
measured,false,30,20250902,regression,EWMA-GIR,24,106.331,107.748,100.558,171.682,119.376,1.3642
measured,false,30,20250902,regression,EWMA-GIR,25,110.152,106.005,109.768,146.415,116.715,1.3975
measured,false,30,20250902,regression,EWMA-GIR,26,102.654,109.079,110.912,161.091,122.838,1.2661
measured,false,30,20250902,regression,EWMA-GIR,27,107.531,106.73,116.828,174.416,129.364,1.4259
measured,false,30,20250902,regression,EWMA-GIR,28,102.899,107.355,122.594,157.245,118.03,1.3106
measured,false,30,20250902,regression,EWMA-GIR,29,111.043,103.021,115.89,156.96,105.287,1.3541
measured,false,30,20250902,regression,EWMA-GIR,30,107.173,103.653,118.768,147.594,122.963,1.3727
measured,false,30,20250902,regression,Ridge-GIR,1,104.414,105.472,115.609,152.853,121.325,2.1247
measured,false,30,20250902,regression,Ridge-GIR,2,106.696,104.795,108.093,151.34,112.77,2.131
measured,false,30,20250902,regression,Ridge-GIR,3,103.068,101.168,112.24,168.2,123.079,2.3809
measured,false,30,20250902,regression,Ridge-GIR,4,105.61,104.518,119.649,170.512,125.17,2.2191
measured,false,30,20250902,regression,Ridge-GIR,5,103.18,105.634,106.312,154.809,123.813,2.2393
measured,false,30,20250902,regression,Ridge-GIR,6,100.656,104.551,104.411,161.877,126.695,2.1695
measured,false,30,20250902,regression,Ridge-GIR,7,103.564,100.112,111.979,150.006,116.336,2.0476
measured,false,30,20250902,regression,Ridge-GIR,8,106.819,103.051,112.255,148.024,115.127,2.1321
measured,false,30,20250902,regression,Ridge-GIR,9,106.273,103.373,126.099,166.548,132.244,1.9964
measured,false,30,20250902,regression,Ridge-GIR,10,105.441,110.219,99.313,174.26,117.273,2.04
measured,false,30,20250902,regression,Ridge-GIR,11,104.634,103.966,111.985,151.989,118.382,2.1048
measured,false,30,20250902,regression,Ridge-GIR,12,106.662,102.433,105.756,166.941,117.687,2.4472
measured,false,30,20250902,regression,Ridge-GIR,13,103.376,106.981,106.994,176.48,121.268,2.2188
measured,false,30,20250902,regression,Ridge-GIR,14,103.054,102.397,109.499,161.251,117.372,2.117
measured,false,30,20250902,regression,Ridge-GIR,15,100.647,102.744,112.062,159.638,118.123,2.4849
measured,false,30,20250902,regression,Ridge-GIR,16,104.398,107.893,119.292,161.782,118.994,2.0771
measured,false,30,20250902,regression,Ridge-GIR,17,102.85,103.994,106.874,183.357,123.722,2.1386
measured,false,30,20250902,regression,Ridge-GIR,18,110.167,97.971,102.028,156.487,116.963,2.1704
measured,false,30,20250902,regression,Ridge-GIR,19,103.943,106.112,115.765,157.485,117.412,2.2779
measured,false,30,20250902,regression,Ridge-GIR,20,101.392,101.528,104.96,166.053,125.361,2.3192
measured,false,30,20250902,regression,Ridge-GIR,21,103.47,113.14,105.909,157.725,115.268,2.3457
measured,false,30,20250902,regression,Ridge-GIR,22,103.928,106.999,114.018,168.409,129.28,2.1041
measured,false,30,20250902,regression,Ridge-GIR,23,101.71,106.242,105.986,168.926,120.915,2.3393
measured,false,30,20250902,regression,Ridge-GIR,24,104.353,107.622,101.913,164.518,124.69,2.2203
measured,false,30,20250902,regression,Ridge-GIR,25,109.774,107.089,117.971,150.51,119.007,1.8513
measured,false,30,20250902,regression,Ridge-GIR,26,104.248,101.298,117.779,148.494,125.226,2.1928
measured,false,30,20250902,regression,Ridge-GIR,27,108.802,111.434,109.524,174.104,121.03,2.2718
measured,false,30,20250902,regression,Ridge-GIR,28,102.49,104.099,112.53,149.496,122.513,2.171
measured,false,30,20250902,regression,Ridge-GIR,29,109.254,108.811,102.608,156.203,113.289,2.311
measured,false,30,20250902,regression,Ridge-GIR,30,105.077,98.324,123.529,159.175,116.488,2.3674
